Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
10 - Hauppauge,10 - Hauppauge,SUFFOLK,STONY BROOK-CITY,461.3,NY 347,Lakeside Dr (Stony Brook Medical Park),NESCONSET HGWY @ LAKESIDE DR (STONY BROOK MEDICAL PARK),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4526956.357,658817.9556
10 - Hauppauge,10 - Hauppauge,SUFFOLK,AQUEBOGUE-VILLAGE,82.5,NY 025,Edgar Ave,MAIN RD @ EDGAR AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4535325.014,699728.0729
10 - Hauppauge,10 - Hauppauge,NASSAU,NORTH WANTAGH-VILLAGE,114,NY 105,Wantagh Ave,JERUSALEM AVE @ WANTAGH AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4505807.037,626068.0162
10 - Hauppauge,10 - Hauppauge,NASSAU,GARDEN CITY PARK-TOWN,56,NY 025,Central Ave,JERICHO TNPK @ CENTRAL AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4510697.68,612606.024
10 - Hauppauge,10 - Hauppauge,SUFFOLK,EAST MARION,90.15FB,NY 025,Flashing Beacon E/O E Marion Firehouse,MAIN RD @ FLASHING BEACON E/O EAST MARION FIRE HOUSE,FLASHER,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4556427.9,723325.9
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SMITHTOWN-TOWN,72.25P,NY 025,Senior Citizen Housing,MIDDLE COUNTRY RD @ SMITHTOWN SENIOR CITIZENS/HIGHWAY DEP,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4524587.618,654647.0008
10 - Hauppauge,10 - Hauppauge,SUFFOLK,WADING RIVER-VILLAGE,32.25,NY 025A,Sound Ave,ROUTE 25A @ SOUND AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4534998.597,683241.5606
10 - Hauppauge,10 - Hauppauge,SUFFOLK,HAUPPAUGE-CITY,244,NY 111,Rabro Dr,WHEELER RD @ RABRO DRIVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4519513.292,650270.5908
10 - Hauppauge,10 - Hauppauge,SUFFOLK,RIVERHEAD-VILLAGE,81,NY 025,Peconic Ave,MAIN ST @ PECONIC AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4532168.583,696838.1407
10 - Hauppauge,10 - Hauppauge,NASSAU,ROCKVILLE CENTRE-VILLAGE,129,NY 027,Morris Ave,SUNRISE HGWY @ MORRIS AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4501584.099,614874.5672
10 - Hauppauge,10 - Hauppauge,NASSAU,BALDWIN-VILLAGE,130.7,NY 027,Chestnut St,SUNRISE HGWY @ CHESTNUT ST & ROCKWOOD AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4501560.278,617173.6412
10 - Hauppauge,10 - Hauppauge,NASSAU,MASSAPEQUA PARK-VILLAGE,145.6,NY 027,Carol Dr,SUNRISE HGWY @ CAROL DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4504107.142,630717.1375
10 - Hauppauge,10 - Hauppauge,NASSAU,OLD BROOKVILLE-VILLAGE,194.681,NY 904,Glen Head Rd,GREENVALE-GLEN COVE RD (SB) @ GLEN HEAD RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4521543.521,616657.509
10 - Hauppauge,10 - Hauppauge,NASSAU,GLEN COVE-CITY,194.98,NY 107,Mill St,GLEN COVE ART HGWY @ MILL ST AND PRATT BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4524440.366,615498.1894
10 - Hauppauge,10 - Hauppauge,SUFFOLK,ISLANDIA-VILLAGE,360,I 495 SSR,Veterans Memorial Hwy,LONG ISLAND EXPRESSWAY SSR @ VETERANS MEMORIAL HGWY (RT 454),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- IMIS MAINTENANCE CONTRACT),4519049.267,653132.1689
10 - Hauppauge,10 - Hauppauge,SUFFOLK,ISLANDIA-VILLAGE,357,NY 454,Blydenburg Rd,VETERANS MEMORIAL HGWY @ BLYDENBURG RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- IMIS MAINTENANCE CONTRACT),4518841.488,653370.5532
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CENTRAL ISLIP-VILLAGE,237,NY 111,Suffolk Ave,ISLIP AVE @ SUFFOLK AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4516633.312,650150.95
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CENTRAL ISLIP-VILLAGE,239,NY 111,Motor Pkwy,JOSHUAS PATH @ MOTOR PKWY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4518319.616,650357.7415
10 - Hauppauge,10 - Hauppauge,SUFFOLK,HAUPPAUGE-CITY,766.56,Simeion Woods Rd,Kings Hwy,SIMEION WOODS RD(STATE ACCESS RD) SOUTH @ KINGS HGWY,FLASHER,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4519765.118,649992.9135
10 - Hauppauge,10 - Hauppauge,SUFFOLK,STONY BROOK-CITY,24.9,NY 025A,Stony Brook Rd,NORTH COUNTRY RD @ STONY BROOK RD,BEACON,SIGN,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4530110.957,656757.5138
10 - Hauppauge,10 - Hauppauge,SUFFOLK,STONY BROOK-CITY,25.6,NY 025A,Bennetts Rd,NORTH COUNTRY RD @ BENNETTS RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4532727.737,658673.1347
10 - Hauppauge,10 - Hauppauge,SUFFOLK,PORT JEFFERSON STATION-VILLAGE,213.55,NY 112,Chereb Ln,PORT JEFFERSON-PATCHOGUE RD @ CHERUB LANE,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4532937.772,663966.5038
10 - Hauppauge,10 - Hauppauge,SUFFOLK,TERRYVILLE-VILLAGE,467,NY 347,Jayne Blvd,NESCONSET HGWY @ JAYNE BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4532135.266,664295.6417
10 - Hauppauge,10 - Hauppauge,SUFFOLK,TERRYVILLE-VILLAGE,462.3,NY 347,Mark Tree Rd,NESCONSET HGWY @ MARKTREE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4528370.268,660542.1875
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SELDEN-VILLAGE,74.06,NY 025,Paula Blvd,MIDDLE COUNTRY RD @ PAULA BLVD & MARSHALL DRIVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4525278.426,663576.2761
10 - Hauppauge,10 - Hauppauge,SUFFOLK,TERRYVILLE-VILLAGE,463,NY 347,Wireless Rd,NESCONSET HGWY @ WIRELESS ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4529383.272,661695.5486
10 - Hauppauge,10 - Hauppauge,SUFFOLK,ROCKY POINT-VILLAGE,32,NY 025A,Rocky Point Rd,ROUTE 25A @ ROCKY POINT RD & HALLOCK LANDING ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4534713.478,673263.488
10 - Hauppauge,10 - Hauppauge,SUFFOLK,ROCKY POINT-VILLAGE,32.02,NY 025A,Broadway,ROUTE 25A @ BROADWAY EXTENSION,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4534990.874,674758.2415
10 - Hauppauge,10 - Hauppauge,SUFFOLK,ROCKY POINT-VILLAGE,32.16,NY 025A,Woodville Rd,ROUTE 25A @ WOODVILLE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4535064.643,676046.1243
10 - Hauppauge,10 - Hauppauge,SUFFOLK,MILLER PLACE-VILLAGE,31.55,NY 025A,Harrison Ave,ROUTE 25A @ HARRISON AVE.,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4534486.523,670748.1275
10 - Hauppauge,10 - Hauppauge,SUFFOLK,MOUNT SINAI-CITY,31.34,NY 025A,CR 083,ROUTE 25A @ COUNTY ROAD 83,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4533761.318,667401.9173
10 - Hauppauge,10 - Hauppauge,SUFFOLK,TERRYVILLE-VILLAGE,465,NY 347,Arrowhead Ln,NESCONSET HGWY @ ARROWHEAD LANE & SUFFOLK PLAZA SHOPPING,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4529965.865,662366.7312
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SELDEN-VILLAGE,74.14,NY 025,Boyle Rd,MIDDLE COUNTRY RD @ BOYLE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4525462.4,664395.433
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SHOREHAM-VILLAGE,32.175,NY 025A,Miller Ave,ROUTE 25A @ MILLER AVENUE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4534912.704,677377.7788
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CORAM-VILLAGE,75.19,NY 025,Homestead Dr,MIDDLE COUNTRY RD @ HOMESTEAD DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4526678.235,670007.7774
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SMITHTOWN BRANCH-VILLAGE,72,NY 025,North Country Rd,MAIN ST @ NORTH COUNTRY ROAD(RT. 25A) & ROUTE 111,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4524370.957,652787.2212
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CENTEREACH-VILLAGE,74.3,NY 025,Mark Tree Rd,MIDDLE COUNTRY RD @ MARK TREE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4524812.631,661542.6673
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CENTEREACH-VILLAGE,74.4,NY 025,Nicolls Rd,MIDDLE COUNTRY RD @ N. BOUND NICOLLS RD/S. BOUND NICOLLS RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4525084.954,662708.7102
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CENTEREACH-VILLAGE,74.16,NY 025,Rustic Rd,MIDDLE COUNTRY RD @ RUSTIC RD,3-COLOR SIGNAL,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4524772.619,660671.4406
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CENTEREACH-VILLAGE,74.36,NY 025,Horseblock Rd,MIDDLE COUNTRY RD @ HORSEBLOCK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4524930.557,662002.021
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SMITHTOWN-TOWN,455,NY 347,Terry Rd,NESCONSET HGWY @ TERRY ROAD & SMITHTOWN BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4523449.031,654293.3682
10 - Hauppauge,10 - Hauppauge,SUFFOLK,STONY BROOK-CITY,462,NY 347,Nicolls Rd,NESCONSET HGWY @ NICOLLS ROAD (COUNTY ROAD 97),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4527505.508,659516.9506
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SAINT JAMES-VILLAGE,24.75,NY 025A,Woodlawn Ave,NORTH COUNTRY RD @ WOODLAWN AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4526273.084,654126.9059
10 - Hauppauge,10 - Hauppauge,SUFFOLK,STONY BROOK-CITY,460.5,NY 347,Hallock Rd,NESCONSET HGWY @ HALLOCK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4526389.249,658091.9754
10 - Hauppauge,10 - Hauppauge,SUFFOLK,LAKE GROVE-VILLAGE,459.9,NY 347,Moriches Rd,NESCONSET HGWY @ MORICHES ROAD & DRIVEWAY TO SMITHAVEN MALL,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4525905.145,657465.2301
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SMITHTOWN-TOWN,453,NY 347,Mount Pleasant Rd,NESCONSET HGWY @ MOUNT PLEASANT ROAD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4522207.165,653067.2837
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SMITHTOWN-TOWN,69.4,NY 025,Redwood Ln,MAIN ST @ REDWOOD LANE & NEW YORK AVENUE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4524251.565,651835.3474
10 - Hauppauge,10 - Hauppauge,SUFFOLK,HAUPPAUGE-CITY,370,NY 454,Nesconset Hwy,VETERANS MEMORIAL HGWY @ NESCONSET HGWY (ROUTE 347),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- IMIS MAINTENANCE CONTRACT),4520795.542,650624.792
10 - Hauppauge,10 - Hauppauge,SUFFOLK,HAUPPAUGE-CITY,372,NY 454,Dual access to State & Co Bldgs,VETERANS MEMORIAL HGWT @ DUAL ACCESS TO STATE & COUNTY BLDGS,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- IMIS MAINTENANCE CONTRACT),4520769.718,649892.0366
10 - Hauppauge,10 - Hauppauge,SUFFOLK,BOHEMIA-VILLAGE,623,NY 027,Locust Ave,SUNRISE HGWY SSR @ LOCUST AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4516308.968,668068.156
10 - Hauppauge,10 - Hauppauge,SUFFOLK,BOHEMIA-VILLAGE,328,NY 454,Lakeland Ave,VETERANS MEMORIAL HGWY @ LAKELAND AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4516688.383,659110.7835
10 - Hauppauge,10 - Hauppauge,SUFFOLK,BOHEMIA-VILLAGE,320,NY 454,Trade Center,VETERANS MEMORIAL HGWY @ TRADE CENTER\CENTRAL AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4516363.695,661116.576
10 - Hauppauge,10 - Hauppauge,SUFFOLK,ISLANDIA-VILLAGE,774,I 495 SSR,Old Nichols Rd,LONG ISLAND EXPRESSWAY SSR @ OLD NICHOLS RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- IMIS MAINTENANCE CONTRACT),4519081.35,655107.5996
10 - Hauppauge,10 - Hauppauge,SUFFOLK,BOHEMIA-VILLAGE,337,NY 454,Washington Ave,VETERANS MEMORIAL HGWY @ WASHINGTON AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4516834.026,657751.9615
10 - Hauppauge,10 - Hauppauge,SUFFOLK,CORAM-VILLAGE,75,NY 025,Port Jefferson-Patchogue Rd,MIDDLE COUNTRY RD @ PATCHOGUE-PORT JEFFERSON RD (ROUTE 112),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4526121.982,668433.6237
10 - Hauppauge,10 - Hauppauge,SUFFOLK,MEDFORD,213.2,NY 112,Long Island Ave,MEDFORD AVE @ LONG ISLAND AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4520427.847,668670.1302
10 - Hauppauge,10 - Hauppauge,SUFFOLK,PATCHOGUE-VILLAGE,213.1,NY 112,Oak St,MEDFORD AVE @ OAK STREET,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4515080.901,668185.8107
10 - Hauppauge,10 - Hauppauge,SUFFOLK,RIVERHEAD-VILLAGE,78,NY 025,Edwards Ave,MIDDLE COUNTRY RD @ EDWARDS AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4533057.532,689656.7459
10 - Hauppauge,10 - Hauppauge,SUFFOLK,RIVERHEAD-VILLAGE,79,NY 025,Osborn Ave,MAIN ST @ OSBORNE AVENUE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4532229.975,696433.8653
10 - Hauppauge,10 - Hauppauge,SUFFOLK,RIVERHEAD-VILLAGE,82.02,NY 025,Cross River Dr,MAIN ST @ CROSS RIVER DRIVE (COUNTY RD 105),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4534718.458,698513.1314
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SOUTHOLD-TOWN,84,NY 025,Love Ln,MAIN RD @ LOVE LANE & SOUND AVE,FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4540711.783,707415.2149
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SOUTHOLD-TOWN,86.99B,NY 025,,MAIN RD @ CURVE WARNING SIGN WEST OF TUCKER LANE,BEACON,SIGN,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4548655.056,715555.9272
10 - Hauppauge,10 - Hauppauge,SUFFOLK,GREENPORT-VILLAGE,90,NY 025,CR 048,MAIN ST @ COUNTY ROAD 48 & SOUND AVE,FLASHER,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4554770.279,721030.8337
10 - Hauppauge,10 - Hauppauge,SUFFOLK,FLANDERS-VILLAGE,524B,NY 024,Flanders Rd,FLANDERS RD @ FLASHING FIRE BEACON EAST OF PLEASURE DR,BEACON,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4530756.636,700716.8683
10 - Hauppauge,10 - Hauppauge,SUFFOLK,HAMPTON BAYS-TOWN,168,NY 027A,Flanders Rd,MONTAUK HGWY @ FLANDERS ROAD(ROUTE 24),3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4530987.375,693533.2566
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SAGAPONACK-VILLAGE,172,NY 027,Sagaponack Rd,MONTAUK HGWY @ SAGAPONACK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4535771.839,729049.0064
10 - Hauppauge,10 - Hauppauge,SUFFOLK,BRIDGEHAMPTON-VILLAGE,171,NY 027,Halsy Ln,MONTAUK HGWY @ HALSEY LNE & BUTTER LANE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4534962.08,726480.3546
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SAG HARBOR-VILLAGE,217,NY 114,Union St,DIVISION ST @ UNION STREET,FLASHER,NO CONTROLLER,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4542100.994,727715.3153
10 - Hauppauge,10 - Hauppauge,SUFFOLK,EAST HAMPTON-VILLAGE,217.8,NY 114,Stephen Hands Path,SAG HARBOR TURNPIKE @ STEPHENS HANDS PATH,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4539284.921,733729.5511
10 - Hauppauge,10 - Hauppauge,SUFFOLK,EAST HAMPTON-VILLAGE,175,NY 027,Ocean Ave,MONTAUK HGWY @ OCEAN AVE & JAMES PLACE,3-COLOR SIGNAL,STANDARD,SELECTIVE RESPONSE 3,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4537339.013,736166.0245
10 - Hauppauge,10 - Hauppauge,NASSAU,FREEPORT-VILLAGE,132F,NY 027,Freeport Fire Department,SUNRISE HGWY @ FREEPORT FIRE DEPARTMENT,3-COLOR SIGNAL,EMERGENCY,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4501539.866,619044.7304
10 - Hauppauge,10 - Hauppauge,NASSAU,FREEPORT-VILLAGE,132.05,NY 027,S Bergen Pl,SUNRISE HGWY @ SO BERGEN PLACE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4501598.972,619346.1056
10 - Hauppauge,10 - Hauppauge,NASSAU,FREEPORT-VILLAGE,134,NY 027,Church St,SUNRISE HGWY @ CHURCH ST.,3-COLOR SIGNAL,NO CONTROLLER,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4501589.745,619796.2901
10 - Hauppauge,10 - Hauppauge,NASSAU,FREEPORT-VILLAGE,134.1,NY 027,Main St,SUNRISE HGWY @ MAIN ST & PINE ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4501584.6,619844.5079
10 - Hauppauge,10 - Hauppauge,NASSAU,FREEPORT-VILLAGE,131,NY 027,Penn Ave,SUNRISE HGWY @ PENN AVE & SO BAYVIEW AVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4501519.072,618821.4597
10 - Hauppauge,10 - Hauppauge,SUFFOLK,DEER PARK-CITY,2166,NY 231,Driveway to Waldbaums Shopping Center,DEER PARK AVE @ DRIVEWAY TO WALDBAUMS SHOPPING CENTER,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE RESPONSIBILITY (STATE OWNED SIGNAL- IMIS MAINTENANCE CONTRACT),4513944.417,640914.9925
10 - Hauppauge,10 - Hauppauge,SUFFOLK,DIX HILLS-VILLAGE,2135,NY 231,Half Hollow Rd,DEER PARK AVE @ HALF HOLLOW RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4516633.539,640013.5874
10 - Hauppauge,10 - Hauppauge,SUFFOLK,SELDEN-VILLAGE,74.07,NY 025,Park Hill Dr,MIDDLE COUNTRY RD @ PARK HILL DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE 1,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4525305.301,663756.5122
